dept,fullDept,year,idSupplier,supplier,idCategory,fullCategory,Bundeskanzlei
BK,Schweizerische Bundeskanzlei,2012,0,Unknown,2,Textilien und Bekleidung,21568.3
BK,Schweizerische Bundeskanzlei,2012,0,Unknown,6,Transport-DL (Güter- und Personentransporte) sowie Hotels,227768.54
BK,Schweizerische Bundeskanzlei,2012,0,Unknown,9,"Publikationen, Drucksachen und Informationsträger des Bundes ",40942.4
BK,Schweizerische Bundeskanzlei,2012,0,Unknown,14,Postdienstleistungen und diplomatischer Kurier,98347.6
BK,Schweizerische Bundeskanzlei,2012,0,Unknown,15,1)Informatik und Telekommunikationsmittel inkl. W+R,819741.36
BK,Schweizerische Bundeskanzlei,2012,0,Unknown,15.1,Hardware,264322.1
BK,Schweizerische Bundeskanzlei,2012,0,Unknown,15.4,SW-Pflege und HW Wartung,555419.26
BK,Schweizerische Bundeskanzlei,2012,0,Unknown,18,Dienstleistungen,6360948.47
BK,Schweizerische Bundeskanzlei,2012,0,Unknown,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,243308.05
BK,Schweizerische Bundeskanzlei,2012,0,Unknown,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,1432493.26
BK,Schweizerische Bundeskanzlei,2012,0,Unknown,18.3,Beratungs-DL für Management und Organisation sowie Coaching,124326.39
BK,Schweizerische Bundeskanzlei,2012,0,Unknown,18.4,Informationsarbeit,4232889.07
BK,Schweizerische Bundeskanzlei,2012,0,Unknown,18.5,Sprach- und Übersetzungsdienstleistungen,327931.7
BK,Schweizerische Bundeskanzlei,2012,0,Unknown,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur ",321539.72
