dept,fullDept,year,idSupplier,supplier,idCategory,fullCategory,ISC-EJPD,ESBK,GS-EJPD,BJ,fedpol,SIR,BFM
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,1,Nahrungsmittel und Getränke,,,,,1418.8,,10314740.97
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,2,Textilien und Bekleidung,,,,,97955.87,,56550.2
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,3,"Heizöl, Benzin, Treibstoffe, Chemie",,,,,881.4,,56528.5
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,4,"Maschinen, Rüstungsgüter und Verteidigungseinr. inkl. W+R1)",,,,,175030.64,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,5,Medizinische Produkte und Pharmabereich,,,,,70905.9,,410192.3
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,6,Transport-DL (Güter- und Personentransporte) sowie Hotels,82301.99,57152.81,98932.35,288792.84,2000536.92,38834.25,13522043.94
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,7,"Kraftfahrzeuge, Fahrzeugteile, Transportmittel inkl. W+R1)",772.45,,,,1155838.47,3073,95102.51
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,8,Güter und DL im Zusammenh. mit Sport und Erholung inkl. W+R1),14550,520,,,7560.75,,1661.5
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,9,"Publikationen, Drucksachen und Informationsträger des Bundes",,,,,63.4,,241650.95
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,10,"Büromatik, inkl. Präsentationstechnik, Zubehör inkl. W+R1)",,,,,200266.55,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,11,Kopiertechnik inkl. Wartung und Reparatur,,,,,,12745.5,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,12,Büro- und Raumausstattung zivile Verwaltung inkl. W+R1),,,,,40535,7904.3,206699.8
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,13,Bürobedarf inkl. Papier und EDV-Verbrauchsmaterial inkl. W+R1),,,,,16366.5,7289.9,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,14,Postdienstleistungen und diplomatischer Kurier,54524.9,7581.6,46108.8,2794422.65,145764.25,12200.3,1265356.5
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,15,Informatik und Telekommunikationsmittel inkl. W+R1),16149491.8,17623.36,30568.05,236109,647251.86,80606.17,809899.23
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,15.1,Hardware,3082401.05,5177.61,30568.05,,106066.5,44006.8,281287.68
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,15.2,Software inkl. Lizenzen,8349707.29,12378.8,,216928.2,504325.6,16891.71,379080.9
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,15.3,Telekommunikation,11485.3,,,,10294.21,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,15.4,SW-Pflege und HW Wartung,4705898.16,66.95,,19180.8,26565.55,19707.66,149530.65
