dept,fullDept,year,idSupplier,supplier,idCategory,fullCategory,ISC-EJPD,ESBK,GS-EJPD,BJ,fedpol,SIR,BFM
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,487858045,Ors Service AG,1,Nahrungsmittel und Getränke,,,,,,,1637453.2
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,487858045,Ors Service AG,6.2,"DL im Zusammenhang mit Personentransporten, Hotels, usw.",,,,,,,4854.2
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,487858045,Ors Service AG,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,13569.95
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,487858045,Ors Service AG,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,,165666.65
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,487858045,Ors Service AG,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,362.1
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,487858045,Ors Service AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,17022187.5
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,482789724,AdNovum Informatik AG,15.2,Software inkl. Lizenzen,59528.95,,,,,,730799.9
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,482789724,AdNovum Informatik AG,15.4,SW-Pflege und HW Wartung,681057.3,,,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,482789724,AdNovum Informatik AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,362001.9,,2740408.45,,,,4673571.95
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,482207235,AirPlus International AG,6.2,"DL im Zusammenhang mit Personentransporten, Hotels, usw.",12170.33,3456.5,11274.7,155564.7,416331.13,4300.45,7815341.31
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,483132937,abacon sicherheitsdienstleistungen,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,420.7
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,483132937,abacon sicherheitsdienstleistungen,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,6019940.95
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,488220237,Securitas AG Schweizerische Bewachungsgesellscha,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,5386154.45
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,488131277,Manpower SA,6.2,"DL im Zusammenhang mit Personentransporten, Hotels, usw.",,,,,,,234
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,488131277,Manpower SA,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,3401065.15
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,484812094,Securitas AG Regionaldirektion Luzern,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,3365387.7
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,488129313,Securitas SA,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,226.8,,3348796.7
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,488129313,Securitas SA,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,226.8,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,482973315,PSP Group Services AG,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,2925591.35
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,482973315,PSP Group Services AG,19.3,"Zivile Bauten, Miete",,,,,,,325439.1
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480683648,Schweizerische Bundesbahnen SBB,6.2,"DL im Zusammenhang mit Personentransporten, Hotels, usw.",47669.55,31619.3,17657.9,105677.15,618454.75,14209.15,2220880.35
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480683648,Schweizerische Bundesbahnen SBB,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,18780.8,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480683648,Schweizerische Bundesbahnen SBB,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,589.45,,4680
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,486579894,Sitasys AG,15.2,Software inkl. Lizenzen,,,,,,,39156.5
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,486579894,Sitasys AG,15.4,SW-Pflege und HW Wartung,1736812.4,,,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,486579894,Sitasys AG,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,866560.65
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,486579894,Sitasys AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,21276
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480542682,ABS Betreuungsservice AG,1,Nahrungsmittel und Getränke,,,,,,,295289.7
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480542682,ABS Betreuungsservice AG,6.2,"DL im Zusammenhang mit Personentransporten, Hotels, usw.",,,,,,,38468
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480542682,ABS Betreuungsservice AG,15.1,Hardware,,,,,,,3348
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480542682,ABS Betreuungsservice AG,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,7016.35
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480542682,ABS Betreuungsservice AG,19.3,"Zivile Bauten, Miete",,,,,,,7025.8
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480542682,ABS Betreuungsservice AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,2086429.85
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,487313918,Securitas AG Schweizerische Bewachungsges.,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,5478,,2349870.15
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,487313918,Securitas AG Schweizerische Bewachungsges.,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,981.9,,28500
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,488830951,Securitas SA Société Suisse de surveillance,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,2133421.8
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480847557,Die Schweizerische Post Rechnungswesen Zentrale Dienste,3.1,Brennstoffe,,,,,,,6545.9
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480847557,Die Schweizerische Post Rechnungswesen Zentrale Dienste,14.1,Postdienste,26240.9,10000,9688.95,1931941.3,54559.75,,5269.85
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480847557,Die Schweizerische Post Rechnungswesen Zentrale Dienste,15.2,Software inkl. Lizenzen,,,,3780,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480847557,Die Schweizerische Post Rechnungswesen Zentrale Dienste,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,,176.8
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480847557,Die Schweizerische Post Rechnungswesen Zentrale Dienste,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,1378.1,71.8,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,482522427,Die Schweizerische Post Service Center Finanzen Mitte,1,Nahrungsmittel und Getränke,,,,,,,21839.3
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,482522427,Die Schweizerische Post Service Center Finanzen Mitte,14.1,Postdienste,29534.05,3263.85,10351.15,506813.05,34089.2,,1379255.4
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,482522427,Die Schweizerische Post Service Center Finanzen Mitte,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,397.3,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,484075239,Wistar Informatik AG,15.2,Software inkl. Lizenzen,,,,,,,125367
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,484075239,Wistar Informatik AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,1819007.05
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,482891348,Protectas SA,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,1904515.75
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480394183,Securitas SA,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,1848390.4
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,483248357,Atos AG,15.1,Hardware,45404.34,,,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,483248357,Atos AG,15.2,Software inkl. Lizenzen,189600.01,,,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,483248357,Atos AG,15.4,SW-Pflege und HW Wartung,1517307.37,,,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,483248357,Atos AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,30109,,,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480007855,Unisys (Schweiz) AG,15.1,Hardware,1749.6,,,,,,
