dept,fullDept,year,idSupplier,supplier,idCategory,fullCategory,BAFU,ARE,GS-UVEK,BAV,BAZL,BFE,ASTRA,BAKOM,SUST,RegInfra
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,484588715,NSNW AG,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,44834155.1,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480073519,Weibel Hans AG Bauunternehmung Hauptsitz,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,37126659.01,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480057413,Consorzio Vigana c/o Mancini & Marti SA,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,33455926.19,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480301886,AFAMA UPlaNS TP3 / Lot 1 p.a. S.Facchinetti SA,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,31948615.32,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,484696500,Implenia Bau AG,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,31010222.22,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,484922427,Implenia Construction SA,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,29625654.39,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,487914293,Implenia Schweiz AG,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,27386795.78,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,482919198,PraderLosinger SA,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,24685480.44,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480977776,Walo Bertschinger SA,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,21934173.83,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,483432209,ARGE SBT Schallbergtunnel c/o Interalp Bau AG - Frutiger AG,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,20701356.13,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480269000,Marti Bauunternehmung AG Luzern,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,19547142.04,,,
