dept,fullDept,year,idSupplier,supplier,idCategory,fullCategory,GS-EFD,EFV,ZAS,swissmint,ESTV,EZV,BIT,EFK,EPA,BBL,SIF,ISB
EFD,Eidgenössisches Finanzdepartement,2014,480014468,Swisscom (Schweiz) AG,15.3,Telekommunikation,,,,,,423.1,40374355.36,,,,,
EFD,Eidgenössisches Finanzdepartement,2014,480014468,Swisscom (Schweiz) AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,4524992.05,,,,,
EFD,Eidgenössisches Finanzdepartement,2014,480014468,Swisscom (Schweiz) AG,15.1,Hardware,,,,,,,685342.5,,,2458124.9,,
EFD,Eidgenössisches Finanzdepartement,2014,480014468,Swisscom (Schweiz) AG,15.4,SW-Pflege und HW Wartung,,,,,,,2999753.24,,,10065.4,,
EFD,Eidgenössisches Finanzdepartement,2014,480014468,Swisscom (Schweiz) AG,19.3,"Zivile Bauten, Miete",,,,,,280515.65,,,,20676.45,,
EFD,Eidgenössisches Finanzdepartement,2014,480014468,Swisscom (Schweiz) AG,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,4481.5,,,,17650.65,,
EFD,Eidgenössisches Finanzdepartement,2014,480014468,Swisscom (Schweiz) AG,10,"Büromatik, inkl. Präsentationstechnik, Zubehör inkl. W+R",,,,,,,,,,10618.55,,
EFD,Eidgenössisches Finanzdepartement,2014,480014468,Swisscom (Schweiz) AG,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,1867.4,,
EFD,Eidgenössisches Finanzdepartement,2014,480014468,Swisscom (Schweiz) AG,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,,540,,,,,
EFD,Eidgenössisches Finanzdepartement,2014,480014468,Swisscom (Schweiz) AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,,,202.5,,,
EFD,Eidgenössisches Finanzdepartement,2014,480014468,Swisscom (Schweiz) AG,16.2,Führungs- und Informatiksysteme,,,,,,73.75,,,,,,
EFD,Eidgenössisches Finanzdepartement,2014,482566312,Steiner Karl AG Generalunternehmung,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,23393082.69,,
EFD,Eidgenössisches Finanzdepartement,2014,480754246,Orell Füssli Sicherheitsdruck AG,9.2,Sicherheitsdrucksachen,,,,,,,,,,17413794.75,,
EFD,Eidgenössisches Finanzdepartement,2014,480754246,Orell Füssli Sicherheitsdruck AG,9.1,"Bundespublikationen, Drucksachen",,,,,,,,,,445916.25,,
